symbol,date,open,high,low,close,volume,change,changePercent,vwap
AAPL,22-05-2026,306.12,311.4,305.84,308.82,43670223,2.7,0.88201,308.045
AAPL,21-05-2026,301.06,305.54,300.4,304.99,42965126,3.94,1.31,302.9975
AAPL,20-05-2026,298.18,302.8,298.08,302.25,38229843,4.07,1.36,300.3275
AAPL,19-05-2026,296.97,300.51,296.35,298.97,42243600,2,0.67347,298.2
AAPL,18-05-2026,300.24,300.66,294.91,297.84,34483000,-2.4,-0.79936,298.4125
AAPL,15-05-2026,297.9,303.2,296.52,300.23,54862836,2.33,0.78214,299.4625
AAPL,14-05-2026,299.82,300.45,295.38,298.21,35324922,-1.61,-0.53699,298.465
AAPL,13-05-2026,293.5,300.92,293.5,298.87,52684300,5.37,1.83,296.6975
AAPL,12-05-2026,292.56,295.27,292.56,294.8,45748129,2.24,0.76565,293.7975
AAPL,11-05-2026,291.98,293.88,290.23,292.68,42247300,0.701,0.23974,292.1925
AAPL,08-05-2026,290.01,294.76,290,293.32,52692800,3.31,1.14,292.0225
AAPL,07-05-2026,289.27,292.13,285.78,287.44,45224300,-1.83,-0.63263,288.655
AAPL,06-05-2026,281.92,288.03,281.07,287.51,58336100,5.59,1.98,284.6325
AAPL,05-05-2026,276.93,284.57,276.5,284.18,49311712,7.25,2.62,280.545
AAPL,04-05-2026,279.65,280.63,274.86,276.83,46668401,-2.82,-1.01,277.9925
AAPL,01-05-2026,278.86,287.22,278.37,280.14,79915442,1.28,0.45901,281.1475
AAPL,30-04-2026,270.5,276,268.14,271.35,91848230,0.85,0.31423,271.4975
AAPL,29-04-2026,267.55,271.04,267.04,270.22,30047900,2.67,0.99794,268.9625
AAPL,28-04-2026,272.33,273.23,268.66,270.71,40018940,-1.62,-0.59487,271.2325
AAPL,27-04-2026,266.09,268.36,265.07,267.61,41466800,1.52,0.57124,266.7825
AAPL,24-04-2026,272.76,273.06,269.65,271.06,38157110,-1.69,-0.62326,271.6325
AAPL,23-04-2026,275.05,275.77,271.65,273.43,33399639,-1.62,-0.58898,273.975
AAPL,22-04-2026,267.82,273.74,266.87,273.17,43249204,5.35,2,270.4
AAPL,21-04-2026,271.5,272.8,265.4,266.17,50209800,-5.33,-1.96,268.9675
AAPL,20-04-2026,270.33,274.27,270.29,273.05,36590200,2.72,1.01,271.985
AAPL,17-04-2026,266.96,272.3,266.72,270.23,61436228,3.27,1.22,269.0525
AAPL,16-04-2026,266.8,267.16,261.27,263.4,43323112,-3.4,-1.27,264.6575
AAPL,15-04-2026,258.16,266.56,257.81,266.43,49913510,8.27,3.2,262.24
AAPL,14-04-2026,259.25,261.93,257.19,258.83,48370710,-0.415,-0.16201,259.3
AAPL,13-04-2026,259.73,260.18,256.66,259.2,36234700,-0.53,-0.20406,258.9425
AAPL,10-04-2026,259.98,262.19,259.02,260.48,31291500,0.5,0.19232,260.4175
AAPL,09-04-2026,259,261.12,256.07,260.49,28121600,1.49,0.57529,259.17
AAPL,08-04-2026,258.45,259.75,256.53,258.9,41032800,0.45,0.17411,258.4075
AAPL,07-04-2026,256.15,256.2,245.7,253.5,62148008,-2.65,-1.03,252.8875
AAPL,06-04-2026,256.51,262.16,256.46,258.86,29329911,2.35,0.91614,258.4975
AAPL,02-04-2026,254.2,256.13,250.65,255.92,31289400,1.72,0.67663,254.225
AAPL,01-04-2026,254.08,256.18,253.33,255.63,40059432,1.55,0.61004,254.805
AAPL,31-03-2026,247.91,255.48,247.1,253.79,49598100,5.88,2.37,251.07
AAPL,30-03-2026,250.07,250.87,245.51,246.63,39446213,-3.44,-1.38,248.27
AAPL,27-03-2026,253.9,255.49,248.07,248.8,47900000,-5.1,-2.01,251.565
AAPL,26-03-2026,252.12,257,250.77,252.89,41796700,0.775,0.30541,253.195
AAPL,25-03-2026,254.1,255,251.6,252.62,28476700,-1.47,-0.58245,253.33
AAPL,24-03-2026,250.35,254.83,249.55,251.64,45152300,1.29,0.51528,251.5925
AAPL,23-03-2026,253.97,254.6,250.28,251.49,40546109,-2.48,-0.97649,252.585
AAPL,20-03-2026,247.98,249.2,246,247.99,88331100,0.015,0.00403258,247.7925
AAPL,19-03-2026,249.4,251.83,247.3,248.96,34864100,-0.44,-0.17642,249.3725
AAPL,18-03-2026,252.63,254.94,249,249.94,35757900,-2.69,-1.06,251.6275
AAPL,17-03-2026,252.96,255.13,252.18,254.23,32361607,1.27,0.50206,253.625
AAPL,16-03-2026,252.11,253.89,249.88,252.82,32074209,0.715,0.28162,252.175
AAPL,13-03-2026,255.48,256.33,249.52,250.12,36930000,-5.36,-2.1,252.8625
AAPL,12-03-2026,258.66,258.95,254.18,255.76,40794020,-2.9,-1.12,256.8875
AAPL,11-03-2026,261.09,262.13,259.55,260.81,26218927,-0.28,-0.10724,260.895
AAPL,10-03-2026,257.65,262.48,256.95,260.83,30590800,3.19,1.23,259.4775
